year,date,time,datetime,impact_pips,duration_min,direction,nb_events,score_cumule,score_moyen,surprise_max,surprise_moyenne,surprise_cumule,ratio_concordance,coherence_famille,has_high_importance,events_list,families_list
2023,2023-12-13,17:58:00,2023-12-13 17:58:00+01:00,103.4,53.0,1,12,782.0394465872268,65.1699538822689,0.0,0.0,0.0,1.0,0.8333333333333334,True,US:None | US:None | US:Interest Rate Projection - 1st Yr | US:Interest Rate Projection - 2nd Yr | US:Interest Rate Projection - 3rd Yr | US:Interest Rate Projection - Current | US:Interest Rate Projection - Longer | US:None | US:None | US:None | US:None | US:None,Fed Rate | FOMC | Interest Rates
2023,2023-01-12,12:30:00,2023-01-12 12:30:00+01:00,96.9,25.0,1,6,270.8219641530606,45.1369940255101,0.03235580601346259,0.008088951503365648,0.03235580601346259,1.0,1.0,True,US:Core Inflation Rate | US:None | US:Inflation Rate | US:None | US:None | US:None,CPI
2023,2023-07-27,12:14:00,2023-07-27 12:14:00+02:00,94.6,59.0,-1,3,115.09199633747943,38.36399877915981,0.0,0.0,0.0,1.0,0.6666666666666666,True,EU:None | EU:None | EU:None,Other | ECB Rate
2023,2023-12-14,12:14:00,2023-12-14 12:14:00+01:00,70.1,59.0,1,3,115.09199633747943,38.36399877915981,0.0,0.0,0.0,1.0,0.6666666666666666,True,EU:None | EU:None | EU:None,Other | ECB Rate
2023,2023-07-12,12:28:00,2023-07-12 12:28:00+02:00,61.9,51.0,1,3,136.2496955103092,45.41656517010307,33.33333333333333,23.29749103942652,69.89247311827957,1.0,1.0,True,US:Inflation Rate | US:None | US:None,CPI
2023,2023-05-10,12:23:00,2023-05-10 12:23:00+02:00,60.4,38.0,1,2,90.11869279666607,45.059346398333034,0.0,0.0,0.0,1.0,1.0,True,US:Inflation Rate | US:None,CPI
2023,2023-10-12,12:29:00,2023-10-12 12:29:00+02:00,59.1,52.0,-1,13,509.25291844296555,39.17330141868966,33.33333333333335,4.533967632238212,40.8057086901439,1.0,0.6923076923076923,True,US:None | US:Core Inflation Rate | US:None | US:CPI s.a | US:Inflation Rate | US:None | US:Jobless Claims 4-week Average | US:None | US:None | US:None | US:None | US:None | US:None,Jobless Claims | CPI
2023,2023-10-31,11:28:00,2023-10-31 11:28:00+01:00,52.3,59.0,-1,6,77.87434389259622,25.958114630865406,10.000000000000009,10.000000000000009,20.000000000000018,1.0,1.0,True,US:Employment Cost - Benefits | US:Employment Cost Index | US:Employment Cost - Wages | US:None | US:None | US:None,Employment
2023,2023-07-06,13:58:00,2023-07-06 13:58:00+02:00,50.4,40.0,-1,5,141.5699687941011,28.31399375882022,14.065510597302513,4.410211150134247,17.640844600536987,1.0,0.6,True,US:None | US:None | US:None | US:None | US:None,ISM | Other | Consumer
2024,2024-11-22,07:22:00,2024-11-22 07:22:00+01:00,141.2,52.0,-1,2,33.332893730382715,33.332893730382715,0.0,0.0,0.0,1.0,1.0,True,EU:ECB President Lagarde Speech | EU:ECB Lagarde Speech,ECB
2024,2024-12-18,17:59:00,2024-12-18 17:59:00+01:00,112.7,50.0,-1,13,827.8177746013645,63.67829035395111,0.0,0.0,0.0,1.0,0.7692307692307693,True,US:None | US:None | US:None | US:Interest Rate Projection - 1st Yr | US:Interest Rate Projection - 2nd Yr | US:Interest Rate Projection - 3rd Yr | US:Interest Rate Projection - Current | US:Interest Rate Projection - Longer | US:None | US:None | US:None | US:None | US:None,Fed Rate | FOMC | Interest Rates
2024,2024-04-10,12:29:00,2024-04-10 12:29:00+02:00,100.7,44.0,-1,9,403.38320596727357,44.82035621858595,33.33333333333335,15.488702500191732,108.42091750134212,1.0,1.0,True,US:Core Inflation Rate | US:None | US:CPI s.a | US:Inflation Rate | US:None | US:None | US:None | US:None | US:None,CPI
2024,2024-02-13,12:28:00,2024-02-13 12:28:00+01:00,92.4,37.0,-1,9,403.38320596727357,44.82035621858595,49.999999999999986,15.439598431189852,108.07718901832897,1.0,1.0,True,US:Core Inflation Rate | US:None | US:CPI s.a | US:Inflation Rate | US:None | US:None | US:None | US:None | US:None,CPI
2024,2024-01-05,12:31:00,2024-01-05 12:31:00+01:00,71.6,59.0,1,12,737.469318325134,61.45577652709451,33.33333333333335,14.965586236848567,119.72468989478854,1.0,0.4166666666666667,True,US:Average Hourly Earnings | US:None | US:None | US:None | US:None | US:None | US:None | US:U-6 Unemployment Rate | US:None | US:None | US:None | US:None,Other | Employment | NFP | Unemployment
2024,2024-08-02,12:22:00,2024-08-02 12:22:00+02:00,69.9,56.0,1,12,737.4693183251342,61.455776527094514,200.0,31.821312153012002,381.855745836144,1.0,0.4166666666666667,True,US:Average Hourly Earnings | US:None | US:None | US:None | US:None | US:None | US:None | US:U-6 Unemployment Rate | US:None | US:None | US:None | US:None,Other | Employment | NFP | Unemployment
2024,2024-11-21,14:24:00,2024-11-21 14:24:00+01:00,60.2,56.0,-1,3,21.485657011729863,10.742828505864932,160.0,160.0,160.0,1.0,1.0,True,EU:None | EU:None | US:None,ECB
2024,2024-12-04,13:37:00,2024-12-04 13:37:00+01:00,58.5,48.0,1,4,123.98570374089904,30.99642593522476,1.5789473684210502,1.151137337013417,4.604549348053668,1.0,1.0,True,US:S&P Global Composite PMI | US:S&P Global Services PMI | US:None | US:None,PMI
